,station1,station2,station3,station4,station5,station6,station7,station8,station9,station10,station11,station12,station13,station14
2019/9/5 19:00,2,6,4,0,3,0,2,1,2,0,0,4,2,25
2019/9/5 19:05,1,19,8,1,2,1,1,1,1,0,1,0,1,18
2019/9/5 19:10,4,9,10,1,3,1,2,0,2,2,1,2,1,21
2019/9/5 19:15,3,5,4,1,2,0,3,0,6,0,1,1,2,25
2019/9/5 19:20,5,8,7,1,1,2,0,1,1,1,3,1,1,29
2019/9/5 19:25,4,9,8,1,1,1,0,1,1,0,3,1,1,22
2019/9/5 19:30,2,7,5,3,2,1,1,0,2,0,2,0,0,22
2019/9/5 19:35,0,5,7,0,2,4,0,0,3,1,0,4,1,18
2019/9/5 19:40,0,3,6,0,2,3,1,1,5,2,4,1,0,25
2019/9/5 19:45,0,7,7,0,3,4,1,0,5,0,3,3,1,28
2019/9/5 19:50,3,4,4,0,0,2,3,1,4,0,2,4,2,18
2019/9/5 19:55,3,11,3,2,1,0,3,1,1,0,3,5,0,30
2019/9/5 20:00,2,7,7,0,1,1,6,0,0,0,1,4,1,19
2019/9/5 20:05,2,6,6,0,2,2,4,4,7,0,0,3,0,18
2019/9/5 20:10,2,3,4,0,1,0,0,1,4,0,3,0,1,28
2019/9/5 20:15,3,7,8,1,1,0,2,0,6,0,0,1,0,18
2019/9/5 20:20,1,7,11,0,0,1,2,2,3,0,1,3,1,22
2019/9/5 20:25,3,5,6,0,0,1,2,1,8,0,2,1,0,21
2019/9/5 20:30,4,7,7,0,0,3,1,0,3,1,1,1,2,16
2019/9/5 20:35,5,7,9,0,1,8,0,0,3,0,2,1,1,17
2019/9/5 20:40,4,7,7,0,1,0,0,0,7,0,2,1,0,16
2019/9/5 20:45,5,5,2,0,1,4,0,1,7,0,3,1,0,6
2019/9/5 20:50,1,2,7,0,0,3,1,0,8,1,4,0,1,12
2019/9/5 20:55,5,4,5,0,1,2,2,0,3,0,1,2,0,21
2019/9/5 21:00,7,9,6,1,2,2,2,1,5,0,1,2,1,15
2019/9/5 21:05,1,9,0,1,0,4,2,1,0,0,2,0,2,13
2019/9/5 21:10,1,7,2,1,1,2,2,1,4,0,2,3,1,21
2019/9/5 21:15,1,5,4,2,4,1,2,3,4,0,2,2,3,15
2019/9/5 21:20,3,6,3,1,0,1,3,1,6,1,2,2,1,16
2019/9/5 21:25,4,7,2,0,2,3,1,1,3,0,1,0,1,16
2019/9/5 21:30,1,7,7,1,1,5,4,2,4,0,4,0,1,13
2019/9/5 21:35,2,4,5,1,3,2,6,2,7,0,3,2,0,17
2019/9/5 21:40,1,3,5,0,0,1,3,2,4,0,4,1,1,19
2019/9/5 21:45,1,11,3,0,1,1,2,0,1,1,9,1,0,11
2019/9/5 21:50,3,9,5,2,1,5,4,3,1,0,2,5,3,11
2019/9/5 21:55,2,6,3,0,2,1,6,0,7,2,8,1,0,15
2019/9/5 22:00,2,5,1,0,0,1,3,1,7,0,0,1,0,13
2019/9/5 22:05,6,8,7,0,1,1,2,0,7,0,1,2,0,13
2019/9/5 22:10,5,11,7,1,2,0,3,0,6,0,1,3,4,18
2019/9/5 22:15,1,10,3,0,0,1,5,0,9,0,3,0,1,11
2019/9/5 22:20,3,5,8,0,1,1,2,1,4,0,2,1,2,24
2019/9/5 22:25,4,8,2,0,1,4,3,3,4,0,0,0,0,19
2019/9/5 22:30,3,6,5,0,4,0,3,0,3,0,3,1,1,22
2019/9/5 22:35,4,8,7,0,0,1,0,2,8,0,1,1,2,15
2019/9/5 22:40,4,5,5,0,1,0,2,2,7,1,1,1,1,17
2019/9/5 22:45,6,8,3,0,1,1,6,2,7,0,0,0,1,9
2019/9/5 22:50,1,8,3,0,3,2,4,0,4,1,6,0,1,17
2019/9/5 22:55,3,8,7,0,1,2,4,1,3,0,0,0,3,18
2019/9/5 23:00,4,10,5,1,0,1,5,0,7,0,2,1,0,12
2019/9/5 23:05,4,6,3,1,1,0,3,0,13,0,0,1,0,16
2019/9/5 23:10,2,5,7,0,2,0,2,1,6,1,1,2,1,15
2019/9/5 23:15,1,5,11,0,4,2,2,2,9,0,1,2,0,11
2019/9/5 23:20,1,5,5,1,2,2,2,0,8,0,2,1,1,17
2019/9/5 23:25,2,11,3,0,2,1,2,0,8,0,0,3,1,13
2019/9/5 23:30,4,13,4,0,4,2,4,1,7,0,3,0,1,11
2019/9/5 23:35,2,8,4,1,2,1,4,1,11,0,4,2,1,13
2019/9/5 23:40,2,10,3,0,4,0,5,0,13,0,0,0,1,14
2019/9/5 23:45,1,7,3,0,6,2,4,0,18,1,0,0,2,9
2019/9/5 23:50,3,5,5,0,3,1,3,0,6,0,1,0,0,16
2019/9/5 23:55,4,4,6,0,1,0,11,0,9,1,1,1,0,17
2019/9/6 0:00,3,5,4,0,2,4,6,0,9,0,1,2,1,16
2019/9/6 0:05,6,5,5,0,1,1,2,0,7,0,1,3,0,10
2019/9/6 0:10,4,2,3,0,0,0,0,0,5,1,0,1,0,13
2019/9/6 0:15,4,5,6,2,3,0,5,0,8,1,1,0,0,18
2019/9/6 0:20,5,8,7,0,2,1,2,0,13,1,1,3,1,11
2019/9/6 0:25,0,4,7,0,0,0,2,2,9,0,0,2,0,9
2019/9/6 0:30,0,6,7,0,3,1,4,0,6,1,1,1,0,9
2019/9/6 0:35,2,7,6,0,1,1,3,0,12,0,3,2,1,6
2019/9/6 0:40,0,8,7,1,0,0,2,1,8,1,1,0,0,9
2019/9/6 0:45,1,12,4,0,0,1,2,0,7,0,0,1,3,12
2019/9/6 0:50,1,8,4,0,1,3,2,1,12,1,1,3,0,11
2019/9/6 0:55,3,5,2,0,2,0,1,0,9,1,0,0,2,15
2019/9/6 1:00,0,7,3,2,2,0,1,0,6,0,2,3,0,14
2019/9/6 1:05,1,7,3,0,1,2,2,0,13,0,0,0,2,11
2019/9/6 1:10,2,8,4,1,0,5,3,0,8,0,2,1,0,10
2019/9/6 1:15,2,8,6,0,2,4,0,0,8,1,1,3,0,9
2019/9/6 1:20,2,5,3,1,1,0,1,0,7,2,1,3,0,10
2019/9/6 1:25,3,4,0,1,3,0,2,0,7,1,2,1,0,12
2019/9/6 1:30,0,5,2,0,2,0,3,0,7,0,1,0,0,10
2019/9/6 1:35,3,6,3,1,1,0,0,2,8,1,0,0,0,9
2019/9/6 1:40,5,8,5,0,2,0,4,1,9,0,2,1,0,11
2019/9/6 1:45,1,5,1,1,3,0,2,0,7,0,1,0,0,6
2019/9/6 1:50,1,4,1,2,2,0,1,1,10,0,0,0,1,14
2019/9/6 1:55,0,5,2,1,2,0,2,0,11,0,2,3,1,7
2019/9/6 2:00,1,9,4,1,1,0,0,0,8,0,3,2,0,7
2019/9/6 2:05,1,10,2,0,1,1,1,1,6,0,0,0,0,9
2019/9/6 2:10,0,4,2,0,0,0,1,0,8,2,0,0,0,13
2019/9/6 2:15,1,3,6,1,0,1,2,0,8,0,2,2,2,14
2019/9/6 2:20,1,7,3,1,0,1,1,0,14,0,5,2,1,10
2019/9/6 2:25,1,6,5,0,2,0,0,0,9,1,4,0,0,8
2019/9/6 2:30,0,5,3,0,1,0,1,1,7,0,1,0,1,8
2019/9/6 2:35,3,7,4,1,0,0,2,0,9,0,0,2,1,6
2019/9/6 2:40,2,6,5,0,2,2,5,0,9,0,1,1,1,10
2019/9/6 2:45,2,5,1,0,0,1,3,0,2,1,1,1,0,9
2019/9/6 2:50,0,6,2,0,0,1,2,1,8,0,2,3,0,10
2019/9/6 2:55,2,3,4,0,0,0,2,0,8,0,2,0,1,11
2019/9/6 3:00,0,8,8,1,3,2,1,2,9,0,1,1,0,4
2019/9/6 3:05,4,4,7,0,0,0,8,0,13,0,4,1,2,7
2019/9/6 3:10,1,5,2,0,0,0,4,2,6,0,0,1,1,12
2019/9/6 3:15,2,5,2,0,0,0,1,0,7,1,1,0,1,7
2019/9/6 3:20,2,8,3,0,1,1,0,0,6,1,1,1,1,5
2019/9/6 3:25,1,4,5,0,2,1,4,0,7,0,2,1,0,8
2019/9/6 3:30,0,9,4,2,0,2,4,0,6,0,0,2,0,5
2019/9/6 3:35,3,4,5,0,1,1,4,0,5,0,0,1,0,7
2019/9/6 3:40,1,3,4,1,1,2,4,0,10,1,0,0,3,9
2019/9/6 3:45,1,1,3,1,1,0,2,0,10,0,1,1,1,4
2019/9/6 3:50,1,3,4,1,1,0,2,0,10,0,1,2,0,10
2019/9/6 3:55,3,2,2,0,1,4,4,0,5,0,3,3,0,9
2019/9/6 4:00,1,4,5,0,1,0,0,0,7,0,1,3,1,12
2019/9/6 4:05,4,4,3,1,0,2,3,0,13,0,0,0,1,10
2019/9/6 4:10,3,3,4,1,0,1,1,0,9,2,0,0,1,4
2019/9/6 4:15,2,4,3,0,0,3,4,0,7,0,1,1,0,8
2019/9/6 4:20,1,1,3,0,0,1,3,0,8,0,2,1,0,10
2019/9/6 4:25,1,9,2,0,1,1,8,0,9,0,1,0,0,15
2019/9/6 4:30,0,4,5,0,1,3,2,1,13,1,1,1,0,13
2019/9/6 4:35,0,11,3,0,0,0,2,0,9,0,1,2,1,10
2019/9/6 4:40,3,7,2,1,2,0,2,0,6,0,1,0,2,9
2019/9/6 4:45,3,6,3,2,0,0,3,0,9,0,0,1,0,7
2019/9/6 4:50,0,3,2,0,1,3,0,0,4,0,0,0,0,10
2019/9/6 4:55,1,4,5,0,1,0,2,0,9,0,1,0,2,10
2019/9/6 5:00,2,3,6,0,0,3,1,0,10,0,0,0,0,6
2019/9/6 5:05,0,3,5,1,0,1,0,1,12,2,1,0,2,11
2019/9/6 5:10,0,3,5,0,1,1,1,0,3,1,1,1,0,9
2019/9/6 5:15,2,5,3,0,1,2,3,0,3,2,1,0,0,7
2019/9/6 5:20,1,11,3,3,0,1,1,2,5,0,2,0,0,11
2019/9/6 5:25,3,3,5,0,0,2,1,0,3,0,1,0,0,12
2019/9/6 5:30,2,10,5,0,0,5,0,0,5,1,0,1,0,9
2019/9/6 5:35,0,7,4,0,0,1,1,0,6,0,2,0,1,13
2019/9/6 5:40,4,5,6,0,2,0,2,0,9,0,2,0,0,9
2019/9/6 5:45,4,4,5,2,2,2,2,0,7,2,2,1,1,9
2019/9/6 5:50,2,6,5,0,0,2,3,1,3,1,0,1,1,5
2019/9/6 5:55,1,10,1,1,1,1,2,2,11,0,3,0,1,14
2019/9/6 6:00,1,4,3,1,0,2,1,0,9,2,1,1,0,10
2019/9/6 6:05,2,5,3,0,0,2,1,0,6,0,2,0,0,11
2019/9/6 6:10,3,10,3,1,1,5,1,0,4,0,1,1,0,15
2019/9/6 6:15,3,9,5,1,0,3,1,2,11,1,2,1,1,16
2019/9/6 6:20,3,5,4,1,1,1,4,2,3,1,1,1,1,13
2019/9/6 6:25,1,4,6,1,0,2,1,0,7,0,3,2,0,13
2019/9/6 6:30,3,7,6,2,1,1,2,1,5,0,1,1,1,13
2019/9/6 6:35,0,5,6,5,1,4,2,0,7,2,1,0,0,16
2019/9/6 6:40,0,9,4,6,4,3,4,2,6,1,3,3,0,17
2019/9/6 6:45,0,7,6,0,0,1,1,1,6,1,3,0,0,14
2019/9/6 6:50,2,9,8,1,1,3,2,3,2,1,4,1,4,21
2019/9/6 6:55,0,6,8,1,3,2,1,1,10,0,2,2,0,14
2019/9/6 7:00,2,7,6,1,3,1,3,0,11,2,2,4,2,9
2019/9/6 7:05,2,4,5,3,0,0,4,0,7,0,1,1,1,14
2019/9/6 7:10,0,10,8,0,2,5,4,0,6,1,0,3,0,13
2019/9/6 7:15,2,12,5,0,0,3,3,0,4,1,0,2,1,11
2019/9/6 7:20,2,11,6,0,1,0,0,0,2,2,2,1,1,13
2019/9/6 7:25,3,10,12,1,3,1,0,0,6,0,5,2,0,11
2019/9/6 7:30,3,15,9,0,4,1,1,0,6,1,5,7,1,14
2019/9/6 7:35,4,8,7,0,0,1,6,1,5,1,2,3,2,13
2019/9/6 7:40,3,7,7,2,0,1,4,0,5,0,1,3,0,19
2019/9/6 7:45,3,3,3,5,1,4,5,0,5,0,2,3,0,14
2019/9/6 7:50,2,12,10,2,2,2,1,1,3,2,2,2,0,13
2019/9/6 7:55,3,4,3,2,3,1,3,1,5,0,2,2,1,9
2019/9/6 8:00,4,8,4,2,1,3,3,1,4,0,2,5,1,16
2019/9/6 8:05,1,13,3,2,1,5,1,0,0,0,1,2,3,22
2019/9/6 8:10,0,10,8,4,1,3,1,2,2,1,3,2,0,12
2019/9/6 8:15,4,5,9,1,2,6,2,1,3,0,2,2,5,19
2019/9/6 8:20,2,7,8,2,2,2,3,2,1,1,0,3,0,13
2019/9/6 8:25,0,7,4,2,2,3,1,1,3,1,2,2,1,15
2019/9/6 8:30,3,2,7,1,1,4,0,0,2,0,2,5,0,13
2019/9/6 8:35,1,8,8,0,1,2,4,3,7,1,0,8,3,16
2019/9/6 8:40,3,8,2,0,2,2,0,3,7,1,0,2,2,14
2019/9/6 8:45,5,6,6,0,1,2,3,3,3,3,4,3,3,18
2019/9/6 8:50,2,7,6,1,2,0,2,3,1,0,5,2,0,14
2019/9/6 8:55,1,10,10,1,1,1,2,0,4,0,2,3,0,16
2019/9/6 9:00,2,9,4,0,2,2,0,0,2,0,4,3,2,12
2019/9/6 9:05,2,4,10,0,1,3,5,2,2,2,7,1,1,10
2019/9/6 9:10,6,5,7,1,1,1,4,4,3,0,3,2,1,12
2019/9/6 9:15,1,8,3,1,0,4,1,2,3,1,4,1,0,14
2019/9/6 9:20,4,6,9,0,0,1,2,2,6,0,1,2,0,14
2019/9/6 9:25,0,5,7,1,1,2,3,1,5,0,4,0,1,11
2019/9/6 9:30,3,4,9,0,1,1,1,1,3,2,2,4,3,14
2019/9/6 9:35,2,4,4,0,0,5,2,1,2,0,2,4,1,8
2019/9/6 9:40,4,9,10,0,2,4,2,1,5,3,3,1,1,12
2019/9/6 9:45,3,7,4,2,0,2,2,2,2,4,0,3,1,8
2019/9/6 9:50,5,10,6,1,1,6,3,2,5,1,0,1,0,12
2019/9/6 9:55,2,6,9,0,1,3,2,1,5,0,4,4,2,9
2019/9/6 10:00,4,6,6,1,2,0,1,0,3,0,3,2,1,15
2019/9/6 10:05,4,8,4,1,0,3,2,1,4,1,2,5,2,16
2019/9/6 10:10,2,10,4,0,0,1,3,2,1,1,3,3,3,15
2019/9/6 10:15,5,7,10,1,1,0,0,1,3,0,3,1,3,11
2019/9/6 10:20,3,9,6,0,1,6,3,0,5,1,2,4,1,12
2019/9/6 10:25,3,7,10,2,0,1,0,1,3,0,3,2,0,13
2019/9/6 10:30,7,6,8,1,2,0,1,1,2,0,1,2,1,18
2019/9/6 10:35,3,11,6,0,3,7,2,3,2,0,4,3,0,15
2019/9/6 10:40,3,9,3,0,4,4,0,2,1,0,3,2,4,14
2019/9/6 10:45,2,13,9,0,1,4,1,4,2,1,5,4,3,14
2019/9/6 10:50,1,8,12,0,1,4,2,1,3,1,4,0,0,13
2019/9/6 10:55,1,8,7,2,2,0,0,1,2,0,3,2,2,14
2019/9/6 11:00,2,13,13,1,1,4,0,0,2,1,1,1,1,16
2019/9/6 11:05,4,7,9,1,2,3,1,0,3,1,2,1,2,13
2019/9/6 11:10,5,11,9,0,1,6,1,3,2,0,2,3,3,20
2019/9/6 11:15,3,9,7,1,2,2,1,3,2,0,0,0,0,13
2019/9/6 11:20,9,8,16,1,0,1,1,0,4,0,2,1,3,18
2019/9/6 11:25,5,11,8,0,3,8,1,2,1,0,5,1,3,16
2019/9/6 11:30,5,10,9,1,1,2,1,1,3,3,2,2,1,16
2019/9/6 11:35,9,7,9,1,1,2,5,2,5,0,0,1,0,13
2019/9/6 11:40,5,8,10,0,1,5,4,1,3,2,0,2,2,19
2019/9/6 11:45,0,10,7,1,0,2,0,1,2,2,1,2,3,9
2019/9/6 11:50,1,10,9,1,0,1,3,2,3,0,3,3,3,1
2019/9/6 11:55,4,10,11,1,1,0,2,1,2,2,0,3,2,1
2019/9/6 12:00,1,12,10,0,1,2,2,1,5,2,2,2,3,5
2019/9/6 12:05,2,8,7,1,1,3,3,3,2,1,7,0,3,2
2019/9/6 12:10,2,4,8,1,1,3,3,1,1,2,3,1,5,7
2019/9/6 12:15,2,3,9,0,3,5,0,3,1,0,3,1,1,4
2019/9/6 12:20,0,6,10,0,3,4,1,1,1,0,2,0,0,10
2019/9/6 12:25,2,9,7,1,1,4,1,3,2,1,1,2,4,9
2019/9/6 12:30,11,2,10,0,2,3,1,1,2,1,2,1,2,9
2019/9/6 12:35,2,10,6,1,1,3,2,2,2,2,4,0,0,8
2019/9/6 12:40,7,6,8,0,0,3,1,0,2,0,3,2,4,4
2019/9/6 12:45,4,4,8,0,0,8,6,1,1,1,6,2,4,13
2019/9/6 12:50,4,6,5,2,0,4,4,2,2,0,4,3,3,9
2019/9/6 12:55,2,5,9,2,3,2,1,2,3,0,6,1,2,7
2019/9/6 13:00,4,5,9,0,1,2,2,2,0,1,2,2,2,16
2019/9/6 13:05,2,6,8,0,1,0,1,3,2,1,3,4,2,14
2019/9/6 13:10,9,10,3,1,1,4,1,2,3,0,5,1,2,10
2019/9/6 13:15,5,6,5,2,3,2,3,4,2,0,1,2,1,19
2019/9/6 13:20,2,4,6,2,1,3,1,0,1,0,2,1,2,23
2019/9/6 13:25,6,6,5,0,3,4,2,0,2,0,3,4,1,27
2019/9/6 13:30,3,5,11,0,0,3,5,1,3,0,5,2,3,25
2019/9/6 13:35,5,5,11,2,0,6,0,1,2,0,1,2,3,17
2019/9/6 13:40,5,8,4,0,1,3,1,1,3,0,3,2,1,28
2019/9/6 13:45,1,7,10,2,2,8,2,2,3,2,5,4,0,20
2019/9/6 13:50,2,11,12,2,1,2,1,0,1,1,3,2,2,23
2019/9/6 13:55,2,8,8,2,4,1,1,2,2,1,2,3,2,15
2019/9/6 14:00,4,4,8,0,1,2,4,0,4,1,3,1,2,16
2019/9/6 14:05,6,9,6,1,2,7,1,1,0,2,2,1,3,27
2019/9/6 14:10,0,7,4,3,2,2,0,2,3,0,0,2,3,19
2019/9/6 14:15,4,5,7,2,1,2,3,1,3,0,2,0,2,17
2019/9/6 14:20,5,5,11,0,1,4,3,2,7,1,2,1,2,13
2019/9/6 14:25,5,13,13,0,2,7,6,2,2,1,2,2,3,22
2019/9/6 14:30,4,5,9,2,2,2,5,4,3,1,2,2,0,25
2019/9/6 14:35,4,5,12,1,2,1,2,3,3,0,1,4,3,28
2019/9/6 14:40,6,12,7,2,0,0,6,1,0,2,2,2,3,27
2019/9/6 14:45,10,4,9,3,3,5,3,1,1,2,3,4,2,24
2019/9/6 14:50,4,13,8,2,0,3,0,2,5,1,1,2,3,6
2019/9/6 14:55,3,8,6,0,2,2,2,2,2,0,2,1,3,3
2019/9/6 15:00,1,9,7,0,2,2,3,0,3,2,5,2,0,11
2019/9/6 15:05,1,12,6,2,3,7,3,1,2,0,1,2,0,10
2019/9/6 15:10,2,12,11,0,0,4,3,4,0,0,2,6,2,7
2019/9/6 15:15,3,5,6,2,7,4,0,0,5,1,5,4,0,14
2019/9/6 15:20,1,9,11,0,4,1,3,2,5,1,3,3,0,3
2019/9/6 15:25,5,8,5,1,2,4,1,1,4,1,0,2,2,11
2019/9/6 15:30,3,13,14,0,2,6,2,2,4,0,2,0,0,10
2019/9/6 15:35,8,7,2,2,1,2,3,1,2,1,2,1,3,13
2019/9/6 15:40,6,10,9,0,2,2,1,1,1,0,4,0,2,14
2019/9/6 15:45,3,5,9,0,2,4,4,2,5,0,4,7,4,14
2019/9/6 15:50,4,4,9,4,2,3,5,5,3,0,3,6,2,19
2019/9/6 15:55,5,5,7,2,2,2,3,1,0,1,4,2,1,15
2019/9/6 16:00,1,8,7,0,1,5,3,3,1,1,4,2,3,16
2019/9/6 16:05,3,3,9,2,0,3,2,2,3,2,3,4,1,17
2019/9/6 16:10,1,3,6,0,1,7,2,5,1,0,2,3,0,15
2019/9/6 16:15,6,9,12,2,3,1,0,1,1,2,3,3,0,17
2019/9/6 16:20,4,7,7,0,1,4,5,4,3,1,5,2,1,22
2019/9/6 16:25,3,6,11,3,3,5,3,1,2,0,4,1,2,21
2019/9/6 16:30,5,3,2,2,4,3,1,1,1,1,5,0,1,17
2019/9/6 16:35,9,7,9,1,1,4,2,2,3,0,4,3,2,16
2019/9/6 16:40,3,4,10,1,1,2,2,1,1,4,4,2,3,12
2019/9/6 16:45,2,4,8,1,4,0,2,3,7,1,1,2,3,18
2019/9/6 16:50,2,13,10,3,1,1,3,4,3,2,6,0,2,20
2019/9/6 16:55,6,9,10,1,0,1,5,1,3,1,6,3,3,16
2019/9/6 17:00,5,8,9,1,2,0,5,1,4,1,5,5,3,19
2019/9/6 17:05,7,12,7,1,1,3,4,0,1,1,3,4,0,22
2019/9/6 17:10,3,9,7,0,2,3,2,1,2,2,1,3,2,22
2019/9/6 17:15,4,10,7,1,1,9,0,1,2,1,0,2,0,20
2019/9/6 17:20,5,12,4,2,2,1,1,2,1,1,2,1,2,20
2019/9/6 17:25,2,8,7,1,0,1,1,2,6,3,5,1,5,16
2019/9/6 17:30,6,6,5,0,1,6,4,2,2,0,6,2,4,17
2019/9/6 17:35,2,12,7,1,1,2,2,1,1,0,0,4,0,15
2019/9/6 17:40,2,10,2,3,0,4,4,0,3,0,2,2,1,16
2019/9/6 17:45,1,5,8,0,1,7,1,2,2,2,4,0,2,22
2019/9/6 17:50,2,10,6,0,1,1,4,0,2,2,0,2,3,21
2019/9/6 17:55,6,2,7,2,0,3,2,2,4,0,1,1,2,19
2019/9/6 18:00,5,4,7,1,2,2,1,2,1,1,2,0,1,16
2019/9/6 18:05,2,4,9,1,4,7,2,2,1,1,1,2,1,13
2019/9/6 18:10,1,8,6,0,2,3,0,4,3,0,1,9,1,17
2019/9/6 18:15,0,7,6,0,2,1,2,2,1,0,2,1,3,17
2019/9/6 18:20,2,6,7,2,2,1,3,0,2,0,1,2,1,30
2019/9/6 18:25,5,5,1,0,3,3,0,1,3,2,2,2,2,26
2019/9/6 18:30,4,8,6,0,0,0,3,3,4,0,1,3,2,18
2019/9/6 18:35,3,7,7,1,1,1,2,3,3,1,0,1,0,17
2019/9/6 18:40,4,5,7,1,3,4,3,1,4,2,1,2,1,22
2019/9/6 18:45,0,7,7,0,3,0,1,1,1,2,1,3,2,16
2019/9/6 18:50,5,4,8,0,2,1,6,1,1,3,3,4,1,13
2019/9/6 18:55,3,8,7,0,4,1,0,0,2,1,0,4,2,20
2019/9/6 19:00,5,12,5,2,2,3,0,1,2,1,1,1,1,24
2019/9/6 19:05,4,11,4,1,1,4,3,2,2,1,0,1,0,17
2019/9/6 19:10,2,11,12,0,2,5,3,1,1,1,2,2,0,17
2019/9/6 19:15,2,9,5,1,4,3,6,1,3,0,2,4,1,11
2019/9/6 19:20,3,9,8,1,1,2,1,3,4,0,3,1,2,19
2019/9/6 19:25,7,3,12,1,0,5,1,2,3,1,5,1,6,12
2019/9/6 19:30,2,6,12,2,2,5,1,1,4,0,0,4,1,24
2019/9/6 19:35,1,8,11,0,2,2,3,0,2,2,1,3,3,19
2019/9/6 19:40,1,7,5,0,2,1,0,0,3,1,0,4,1,18
2019/9/6 19:45,4,6,10,0,3,1,4,0,5,1,3,5,0,15
2019/9/6 19:50,5,8,7,2,2,2,2,1,2,0,4,2,0,20
2019/9/6 19:55,2,10,13,2,1,0,0,2,3,1,5,8,1,9
2019/9/6 20:00,7,1,10,3,2,1,3,0,0,3,1,3,4,1
2019/9/6 20:05,1,4,5,0,6,0,2,2,5,2,2,2,2,8
2019/9/6 20:10,2,7,10,1,2,2,0,0,3,3,1,3,2,9
2019/9/6 20:15,1,8,7,0,3,4,2,0,2,0,4,5,1,20
2019/9/6 20:20,2,10,4,2,1,1,5,1,3,0,3,4,2,13
2019/9/6 20:25,6,6,9,0,1,2,1,1,3,0,6,6,2,12
2019/9/6 20:30,4,8,4,0,0,6,2,0,1,0,5,3,1,10
2019/9/6 20:35,6,5,8,1,2,3,6,1,3,3,2,2,1,23
2019/9/6 20:40,2,9,4,0,4,1,1,1,4,1,5,2,4,9
2019/9/6 20:45,4,6,7,0,0,2,1,1,2,2,0,2,1,8
2019/9/6 20:50,4,4,6,0,2,5,0,0,7,0,5,0,3,26
2019/9/6 20:55,3,6,8,2,0,0,0,0,3,0,1,0,2,26
2019/9/6 21:00,4,6,7,0,1,4,1,1,3,1,3,1,2,23
2019/9/6 21:05,3,5,2,1,3,1,2,2,5,0,3,1,2,26
2019/9/6 21:10,3,3,8,0,1,2,6,0,3,0,2,3,1,22
2019/9/6 21:15,5,6,7,0,3,1,2,0,3,1,3,1,2,21
2019/9/6 21:20,4,8,4,0,2,1,5,0,6,0,1,4,0,19
2019/9/6 21:25,3,7,8,0,0,2,1,2,5,0,2,2,1,28
2019/9/6 21:30,5,4,7,1,2,1,3,1,4,0,7,0,2,21
2019/9/6 21:35,5,6,8,2,0,3,2,2,4,0,2,2,5,22
2019/9/6 21:40,6,10,7,2,5,4,3,0,4,0,4,4,0,28
2019/9/6 21:45,5,7,6,0,1,3,2,1,6,0,0,0,2,20
2019/9/6 21:50,2,9,6,2,0,4,3,1,5,0,1,1,1,20
2019/9/6 21:55,4,10,4,2,0,3,5,1,3,0,2,4,1,22
2019/9/6 22:00,2,6,7,0,1,2,5,1,5,0,3,3,1,20
2019/9/6 22:05,3,7,4,1,2,2,3,1,10,1,2,1,0,25
2019/9/6 22:10,2,6,5,1,2,0,6,0,4,0,7,2,0,27
2019/9/6 22:15,5,7,2,0,0,5,5,1,12,1,1,4,2,20
2019/9/6 22:20,6,4,8,2,1,1,1,0,5,0,4,2,1,21
2019/9/6 22:25,4,7,2,1,2,2,2,0,11,1,6,0,0,16
2019/9/6 22:30,3,8,8,0,4,2,4,0,9,1,5,2,1,21
2019/9/6 22:35,5,3,8,1,0,0,1,0,2,0,1,2,0,14
2019/9/6 22:40,6,8,3,0,1,0,1,0,6,0,2,0,0,17
2019/9/6 22:45,6,9,7,1,1,1,4,1,11,0,3,1,2,21
2019/9/6 22:50,4,7,10,0,5,2,2,1,5,0,1,1,3,21
2019/9/6 22:55,4,8,9,0,1,1,7,0,7,2,1,1,2,16
2019/9/6 23:00,1,7,7,0,2,0,3,2,9,0,4,0,0,23
2019/9/6 23:05,1,5,5,0,4,3,5,1,6,1,2,2,0,13
2019/9/6 23:10,2,4,4,0,1,1,3,2,9,2,3,1,0,16
2019/9/6 23:15,1,9,6,0,1,0,1,1,9,0,3,1,0,9
2019/9/6 23:20,4,12,5,2,3,3,2,1,10,0,2,0,0,22
2019/9/6 23:25,4,15,1,1,0,3,1,0,7,0,4,0,0,8
2019/9/6 23:30,7,18,5,0,1,6,3,1,8,1,2,0,1,13
2019/9/6 23:35,3,9,9,0,2,2,3,0,8,0,1,1,0,11
2019/9/6 23:40,2,8,3,0,1,1,2,0,11,0,2,2,1,15
2019/9/6 23:45,5,7,2,0,2,0,5,1,9,0,1,1,0,17
2019/9/6 23:50,7,8,5,0,1,1,3,0,12,0,3,2,0,16
2019/9/6 23:55,4,5,7,1,0,2,3,0,7,1,2,0,0,14
2019/9/7 0:00,5,7,4,0,1,1,2,2,8,0,4,0,0,17
2019/9/7 0:05,8,4,3,1,0,2,1,2,11,0,4,0,0,19
2019/9/7 0:10,2,10,3,0,2,2,1,0,8,1,1,0,0,19
2019/9/7 0:15,2,9,7,1,2,1,3,2,5,2,2,1,1,15
2019/9/7 0:20,3,3,5,0,4,0,1,1,12,2,5,2,1,13
2019/9/7 0:25,1,8,5,3,1,2,4,0,9,0,1,1,1,13
2019/9/7 0:30,4,8,6,1,0,1,4,1,15,2,2,0,1,10
2019/9/7 0:35,3,8,6,0,2,1,1,0,9,1,2,0,0,11
2019/9/7 0:40,4,10,4,1,1,1,1,1,9,0,2,1,1,13
